,image_id,tp,fp,fn,precision,recall
2142,028630,5,5,13,0.5,0.278
2143,030484,3,0,13,1.0,0.187
2144,028261,15,0,11,1.0,0.577
2145,021889,14,0,31,1.0,0.311
2146,000135,3,0,17,1.0,0.15
2147,017891,8,0,8,1.0,0.5
2148,034095,5,0,2,1.0,0.714
2149,033502,11,0,6,1.0,0.647
2150,008693,11,0,8,1.0,0.579
2151,008822,4,0,5,1.0,0.444
2152,028665,4,0,9,1.0,0.308
2153,022868,9,0,17,1.0,0.346
2154,041533,7,0,25,1.0,0.219
2155,007148,3,0,11,1.0,0.214
2156,045239,10,1,8,0.909,0.556
2157,021239,13,1,10,0.929,0.565
2158,028950,13,0,16,1.0,0.448
2159,047439,3,0,7,1.0,0.3
2160,023770,3,1,4,0.75,0.429
2161,004620,4,0,6,1.0,0.4
2162,012615,6,0,15,1.0,0.286
2163,000922,7,1,29,0.875,0.194
2164,044696,10,0,5,1.0,0.667
2165,023557,13,1,7,0.929,0.65
2166,019724,3,0,12,1.0,0.2
2167,006659,2,0,18,1.0,0.1
2168,013646,5,1,8,0.833,0.385
2169,039317,11,0,30,1.0,0.268
2170,038007,9,0,18,1.0,0.333
2171,043903,12,0,21,1.0,0.364
2172,046424,4,0,9,1.0,0.308
2173,047915,4,0,10,1.0,0.286
2174,037941,3,0,8,1.0,0.273
2175,037714,1,1,4,0.5,0.2
2176,027150,5,1,26,0.833,0.161
2177,021562,8,0,9,1.0,0.471
2178,034183,3,0,8,1.0,0.273
2179,043307,7,6,7,0.538,0.5
2180,023021,3,1,8,0.75,0.273
2181,008725,0,1,12,0.0,0.0
2182,045603,2,0,2,1.0,0.5
2183,040871,1,0,3,1.0,0.25
2184,000942,10,0,10,1.0,0.5
2185,008627,0,1,1,0.0,0.0
2186,036393,11,0,13,1.0,0.458
2187,018530,3,0,13,1.0,0.187
2188,003393,16,1,14,0.941,0.533
2189,000777,0,1,6,0.0,0.0
2190,035348,14,0,10,1.0,0.583
2191,014912,3,1,15,0.75,0.167
2192,042998,2,0,8,1.0,0.2
2193,032192,3,0,8,1.0,0.273
2194,014804,10,1,10,0.909,0.5
2195,027976,10,1,15,0.909,0.4
2196,021941,6,1,9,0.857,0.4
2197,004098,2,0,11,1.0,0.154
2198,002955,6,0,31,1.0,0.162
2199,038956,11,1,15,0.917,0.423
2200,040800,12,0,15,1.0,0.444
2201,027800,13,0,18,1.0,0.419
2202,033408,7,0,8,1.0,0.467
2203,012748,1,0,0,1.0,1.0
2204,018746,5,2,15,0.714,0.25
2205,019902,12,2,49,0.857,0.197
2206,037154,19,1,16,0.95,0.543
2207,004352,14,0,15,1.0,0.483
2208,039641,4,0,25,1.0,0.138
2209,030824,3,0,4,1.0,0.429
2210,032887,3,0,22,1.0,0.12
2211,015793,4,1,4,0.8,0.5
2212,007405,7,2,4,0.778,0.636
2213,026288,3,0,3,1.0,0.5
2214,022353,21,0,33,1.0,0.389
2215,016564,12,0,6,1.0,0.667
2216,003961,10,0,5,1.0,0.667
2217,016835,13,2,14,0.867,0.481
2218,008210,1,0,3,1.0,0.25
2219,045061,2,0,4,1.0,0.333
2220,016290,5,1,3,0.833,0.625
2221,024775,6,0,7,1.0,0.462
2222,042755,1,0,0,1.0,1.0
2223,016472,2,0,10,1.0,0.167
2224,043168,19,1,18,0.95,0.514
2225,038247,10,0,14,1.0,0.417
2226,046371,12,1,14,0.923,0.462
2227,015600,3,0,13,1.0,0.187
2228,048873,2,1,2,0.667,0.5
2229,010183,8,1,10,0.889,0.444
2230,018673,2,0,8,1.0,0.2
2231,016767,9,0,11,1.0,0.45
2232,049690,2,0,4,1.0,0.333
2233,001237,10,0,31,1.0,0.244
2234,040099,6,0,31,1.0,0.162
2235,047431,10,0,10,1.0,0.5
2236,017386,12,0,14,1.0,0.462
2237,001278,11,0,44,1.0,0.2
2238,005889,1,0,10,1.0,0.091
2239,005523,7,0,8,1.0,0.467
2240,024053,2,0,3,1.0,0.4
2241,037884,2,0,13,1.0,0.133
2242,030950,8,2,15,0.8,0.348
2243,034837,5,0,10,1.0,0.333
2244,001006,9,0,9,1.0,0.5
2245,000849,5,0,26,1.0,0.161
2246,049157,3,0,8,1.0,0.273
2247,036823,7,0,8,1.0,0.467
2248,025554,9,0,11,1.0,0.45
2249,010543,5,0,11,1.0,0.312
2250,007786,3,0,6,1.0,0.333
2251,003013,13,0,19,1.0,0.406
2252,016183,5,0,15,1.0,0.25
2253,032114,13,1,6,0.929,0.684
2254,011980,10,0,6,1.0,0.625
2255,034578,10,0,133,1.0,0.07
2256,048390,14,0,16,1.0,0.467
2257,025581,14,0,11,1.0,0.56
2258,045450,5,0,23,1.0,0.179
2259,011549,2,0,5,1.0,0.286
2260,009864,1,0,0,1.0,1.0
2261,038075,6,0,23,1.0,0.207
2262,048295,7,3,5,0.7,0.583
2263,020028,9,0,7,1.0,0.562
2264,017788,10,0,19,1.0,0.345
2265,041155,1,0,3,1.0,0.25
2266,048224,2,0,9,1.0,0.182
2267,043298,1,0,12,1.0,0.077
2268,020302,10,0,18,1.0,0.357
2269,013826,3,0,11,1.0,0.214
2270,019689,12,1,20,0.923,0.375
2271,019043,1,1,5,0.5,0.167
2272,048500,4,0,9,1.0,0.308
2273,016979,2,0,24,1.0,0.077
2274,043363,5,0,5,1.0,0.5
2275,027289,13,0,15,1.0,0.464
2276,020379,16,0,34,1.0,0.32
2277,005645,3,0,8,1.0,0.273
2278,033299,1,1,5,0.5,0.167
2279,006276,4,0,8,1.0,0.333
2280,029595,7,0,18,1.0,0.28
2281,031927,2,1,2,0.667,0.5
2282,007479,16,1,40,0.941,0.286
2283,010232,15,0,15,1.0,0.5
2284,035393,1,1,10,0.5,0.091
2285,025467,14,3,16,0.824,0.467
2286,006566,8,0,14,1.0,0.364
2287,035151,4,0,1,1.0,0.8
2288,025733,5,1,12,0.833,0.294
2289,043574,3,0,7,1.0,0.3
2290,036539,7,0,29,1.0,0.194
2291,023466,2,0,3,1.0,0.4
2292,045794,20,0,25,1.0,0.444
2293,008620,12,0,22,1.0,0.353
2294,004148,3,0,14,1.0,0.176
2295,033806,14,2,15,0.875,0.483
2296,011525,2,0,5,1.0,0.286
2297,021436,18,2,33,0.9,0.353
2298,019742,1,0,5,1.0,0.167
2299,008098,5,0,6,1.0,0.455
2300,011427,3,0,16,1.0,0.158
2301,013202,11,1,7,0.917,0.611
2302,032808,3,0,22,1.0,0.12
2303,036398,7,1,14,0.875,0.333
2304,035006,1,0,2,1.0,0.333
2305,000668,18,0,47,1.0,0.277
2306,000204,7,0,14,1.0,0.333
2307,006728,4,1,19,0.8,0.174
2308,032754,13,0,22,1.0,0.371
2309,048337,5,0,6,1.0,0.455
2310,022519,23,0,35,1.0,0.397
2311,048086,6,0,10,1.0,0.375
2312,001001,9,0,17,1.0,0.346
2313,023904,10,0,25,1.0,0.286
2314,006513,8,0,6,1.0,0.571
2315,023384,6,1,13,0.857,0.316
2316,029273,8,0,7,1.0,0.533
2317,000924,3,0,11,1.0,0.214
2318,027659,3,1,15,0.75,0.167
2319,032774,2,1,13,0.667,0.133
2320,030977,7,0,16,1.0,0.304
2321,047751,4,0,24,1.0,0.143
2322,007125,2,2,12,0.5,0.143
2323,005215,3,0,3,1.0,0.5
2324,017288,4,1,10,0.8,0.286
2325,006027,6,0,10,1.0,0.375
2326,037184,13,0,25,1.0,0.342
2327,049600,5,0,2,1.0,0.714
2328,028698,1,0,3,1.0,0.25
2329,028608,3,2,4,0.6,0.429
2330,017873,11,0,46,1.0,0.193
2331,001925,9,0,22,1.0,0.29
2332,010171,11,0,13,1.0,0.458
2333,045537,18,0,28,1.0,0.391
2334,049343,1,0,2,1.0,0.333
2335,001577,10,1,13,0.909,0.435
2336,043069,0,2,5,0.0,0.0
2337,027185,18,2,18,0.9,0.5
2338,007874,4,0,11,1.0,0.267
2339,015992,14,0,8,1.0,0.636
2340,022411,17,0,10,1.0,0.63
2341,032832,6,1,11,0.857,0.353
2342,003482,7,0,22,1.0,0.241
2343,047040,4,0,12,1.0,0.25
2344,048986,4,0,13,1.0,0.235
2345,005806,2,0,6,1.0,0.25
2346,012730,0,2,0,0.0,0.0
2347,022379,1,0,3,1.0,0.25
2348,017153,3,0,5,1.0,0.375
2349,004757,4,0,15,1.0,0.211
2350,000157,10,0,21,1.0,0.323
2351,001529,8,0,11,1.0,0.421
2352,013032,11,0,13,1.0,0.458
2353,007416,1,0,9,1.0,0.1
2354,000814,8,0,25,1.0,0.242
2355,014839,11,1,15,0.917,0.423
2356,048928,1,0,13,1.0,0.071
2357,024976,6,0,6,1.0,0.5
2358,001917,8,2,28,0.8,0.222
2359,005890,6,0,21,1.0,0.222
2360,009344,7,1,9,0.875,0.437
2361,028812,13,1,11,0.929,0.542
2362,002958,8,0,17,1.0,0.32
2363,020612,9,0,19,1.0,0.321
2364,000377,5,0,12,1.0,0.294
2365,014887,5,0,23,1.0,0.179
2366,033102,4,0,13,1.0,0.235
2367,004614,5,0,8,1.0,0.385
2368,046846,1,1,11,0.5,0.083
2369,024756,1,0,4,1.0,0.2
2370,048623,4,0,14,1.0,0.222
2371,017875,12,1,16,0.923,0.429
2372,027247,6,0,8,1.0,0.429
2373,004064,3,0,13,1.0,0.187
2374,036677,9,2,7,0.818,0.562
2375,042764,2,0,7,1.0,0.222
2376,027163,14,0,10,1.0,0.583
2377,031716,7,2,28,0.778,0.2
2378,014593,8,1,5,0.889,0.615
2379,027814,11,4,18,0.733,0.379
2380,007136,4,0,7,1.0,0.364
2381,037935,7,0,17,1.0,0.292
2382,011861,10,2,18,0.833,0.357
2383,048664,2,4,7,0.333,0.222
2384,046307,4,0,9,1.0,0.308
2385,010200,1,0,2,1.0,0.333
2386,032799,14,1,20,0.933,0.412
2387,014135,7,0,15,1.0,0.318
2388,017045,14,1,15,0.933,0.483
2389,033273,0,1,2,0.0,0.0
2390,020610,4,0,13,1.0,0.235
2391,049269,5,0,22,1.0,0.185
2392,030289,11,0,6,1.0,0.647
2393,018843,18,4,16,0.818,0.529
2394,047298,4,0,21,1.0,0.16
2395,043593,4,0,10,1.0,0.286
2396,005990,10,0,17,1.0,0.37
2397,010029,4,0,12,1.0,0.25
2398,031246,12,0,34,1.0,0.261
2399,019906,5,0,15,1.0,0.25
2400,014245,3,0,5,1.0,0.375
2401,003505,14,0,13,1.0,0.519
2402,028482,3,1,7,0.75,0.3
2403,023820,12,0,4,1.0,0.75
2404,018700,1,0,2,1.0,0.333
2405,017302,5,0,26,1.0,0.161
2406,033888,7,0,12,1.0,0.368
2407,011236,2,0,4,1.0,0.333
2408,037472,10,0,12,1.0,0.455
2409,023911,6,0,22,1.0,0.214
2410,027136,11,1,31,0.917,0.262
2411,025305,18,0,14,1.0,0.562
2412,041081,1,1,12,0.5,0.077
2413,000054,3,0,8,1.0,0.273
2414,045077,19,2,27,0.905,0.413
2415,032544,0,1,20,0.0,0.0
2416,012475,12,0,9,1.0,0.571
2417,028843,3,0,10,1.0,0.231
2418,020348,11,0,31,1.0,0.262
2419,038409,5,0,5,1.0,0.5
2420,021276,2,0,8,1.0,0.2
2421,044402,14,0,6,1.0,0.7
2422,007349,10,0,12,1.0,0.455
2423,015238,14,1,61,0.933,0.187
2424,023257,5,0,23,1.0,0.179
2425,022380,7,1,16,0.875,0.304
2426,047407,3,0,16,1.0,0.158
2427,001597,5,1,23,0.833,0.179
2428,043880,5,0,8,1.0,0.385
2429,042964,8,0,9,1.0,0.471
2430,008713,2,0,6,1.0,0.25
2431,032650,11,1,12,0.917,0.478
2432,028033,4,0,6,1.0,0.4
2433,025268,4,0,48,1.0,0.077
2434,044972,5,0,20,1.0,0.2
2435,000530,7,0,16,1.0,0.304
2436,035396,7,0,33,1.0,0.175
2437,022139,5,0,32,1.0,0.135
2438,028804,8,1,29,0.889,0.216
2439,006057,8,0,18,1.0,0.308
2440,030114,15,0,9,1.0,0.625
2441,030714,6,0,21,1.0,0.222
2442,039832,1,0,6,1.0,0.143
2443,009840,4,0,27,1.0,0.129
2444,001031,14,0,35,1.0,0.286
2445,000889,7,1,11,0.875,0.389
2446,034383,0,2,24,0.0,0.0
2447,007317,5,0,17,1.0,0.227
2448,005625,12,0,15,1.0,0.444
2449,004965,6,0,26,1.0,0.187
2450,026890,14,0,24,1.0,0.368
2451,023444,5,0,7,1.0,0.417
2452,009126,9,1,4,0.9,0.692
2453,026086,16,0,32,1.0,0.333
2454,039152,7,5,15,0.583,0.318
2455,019579,6,0,7,1.0,0.462
2456,047620,17,0,17,1.0,0.5
2457,045516,3,1,1,0.75,0.75
2458,038829,4,0,5,1.0,0.444
2459,000431,14,0,41,1.0,0.255
2460,001730,11,0,10,1.0,0.524
2461,031838,11,0,9,1.0,0.55
2462,049388,9,0,22,1.0,0.29
2463,048578,9,0,17,1.0,0.346
2464,026794,10,0,11,1.0,0.476
2465,015762,5,0,4,1.0,0.556
2466,035372,3,0,9,1.0,0.25
2467,025230,3,0,6,1.0,0.333
2468,013640,19,0,9,1.0,0.679
2469,036760,6,0,5,1.0,0.545
2470,038826,11,3,37,0.786,0.229
2471,002026,12,2,21,0.857,0.364
2472,041099,1,0,1,1.0,0.5
2473,035692,10,0,53,1.0,0.159
2474,020118,2,1,5,0.667,0.286
2475,023568,2,2,0,0.5,1.0
2476,015261,6,0,8,1.0,0.429
2477,031135,2,1,8,0.667,0.2
2478,022493,1,0,2,1.0,0.333
2479,022143,9,0,23,1.0,0.281
2480,016309,4,1,10,0.8,0.286
2481,045705,3,0,16,1.0,0.158
2482,045127,9,1,8,0.9,0.529
2483,023593,1,0,5,1.0,0.167
2484,046934,10,0,17,1.0,0.37
2485,000519,4,0,37,1.0,0.098
2486,009073,5,0,7,1.0,0.417
2487,005374,9,1,9,0.9,0.5
2488,044638,6,2,14,0.75,0.3
2489,031722,3,0,3,1.0,0.5
2490,002625,6,0,6,1.0,0.5
2491,030995,2,1,6,0.667,0.25
2492,027854,2,0,1,1.0,0.667
2493,017936,9,0,11,1.0,0.45
2494,005005,10,1,28,0.909,0.263
2495,018295,6,1,22,0.857,0.214
2496,027965,0,1,12,0.0,0.0
2497,005371,9,1,16,0.9,0.36
2498,015815,8,1,3,0.889,0.727
2499,040762,6,0,5,1.0,0.545
2500,026502,22,1,21,0.957,0.512
2501,048310,10,0,10,1.0,0.5
2502,000259,22,0,67,1.0,0.247
2503,021676,5,0,23,1.0,0.179
2504,011470,7,2,33,0.778,0.175
2505,013932,5,0,23,1.0,0.179
2506,026588,7,1,45,0.875,0.135
2507,027001,2,0,10,1.0,0.167
2508,023778,8,1,10,0.889,0.444
2509,021922,0,1,2,0.0,0.0
2510,024821,12,0,7,1.0,0.632
2511,017904,4,0,18,1.0,0.182
2512,003692,8,2,25,0.8,0.242
2513,016606,3,0,6,1.0,0.333
2514,000928,7,0,6,1.0,0.538
2515,035762,6,1,9,0.857,0.4
2516,008762,6,0,16,1.0,0.273
2517,027073,4,0,9,1.0,0.308
2518,014785,7,0,12,1.0,0.368
2519,045892,3,0,4,1.0,0.429
2520,004702,3,0,11,1.0,0.214
2521,047363,10,0,25,1.0,0.286
2522,046506,2,0,10,1.0,0.167
2523,030124,2,0,12,1.0,0.143
2524,034461,1,0,11,1.0,0.083
2525,028291,3,0,14,1.0,0.176
2526,043920,13,0,22,1.0,0.371
2527,038124,5,1,32,0.833,0.135
2528,038461,7,0,24,1.0,0.226
2529,024776,8,2,26,0.8,0.235
2530,023553,7,0,5,1.0,0.583
2531,046174,2,2,1,0.5,0.667
2532,035825,14,1,19,0.933,0.424
2533,017754,3,0,8,1.0,0.273
2534,032848,12,0,12,1.0,0.5
2535,037698,3,0,0,1.0,1.0
2536,038232,2,1,12,0.667,0.143
2537,019547,11,1,14,0.917,0.44
2538,004701,10,0,20,1.0,0.333
2539,002327,3,1,25,0.75,0.107
2540,026031,9,0,21,1.0,0.3
2541,016136,2,1,3,0.667,0.4
2542,009676,5,0,13,1.0,0.278
2543,035793,3,1,3,0.75,0.5
2544,025034,6,1,16,0.857,0.273
2545,018261,5,0,14,1.0,0.263
2546,022310,5,0,1,1.0,0.833
2547,037521,2,1,8,0.667,0.2
2548,016676,2,0,2,1.0,0.5
2549,018909,2,0,3,1.0,0.4
2550,007908,3,0,3,1.0,0.5
2551,040641,6,3,5,0.667,0.545
2552,025158,1,0,0,1.0,1.0
2553,020758,5,0,2,1.0,0.714
2554,018876,5,0,2,1.0,0.714
2555,027558,2,1,2,0.667,0.5
2556,010576,5,0,2,1.0,0.714
2557,004101,3,3,16,0.5,0.158
2558,012400,13,1,27,0.929,0.325
2559,020321,11,0,10,1.0,0.524
2560,007732,6,1,1,0.857,0.857
2561,016598,2,0,18,1.0,0.1
2562,007866,14,0,31,1.0,0.311
2563,025828,2,0,4,1.0,0.333
2564,004237,7,1,10,0.875,0.412
2565,014618,4,0,4,1.0,0.5
2566,012216,4,0,15,1.0,0.211
2567,009354,5,0,20,1.0,0.2
2568,002074,4,0,19,1.0,0.174
2569,020917,8,0,13,1.0,0.381
2570,041004,1,0,1,1.0,0.5
2571,016129,10,0,25,1.0,0.286
2572,039710,5,0,15,1.0,0.25
2573,006643,2,2,18,0.5,0.1
2574,046486,1,0,0,1.0,1.0
2575,008498,7,0,6,1.0,0.538
2576,024960,2,0,1,1.0,0.667
2577,011350,11,0,18,1.0,0.379
2578,003871,4,0,4,1.0,0.5
2579,048018,4,0,8,1.0,0.333
2580,013692,3,1,7,0.75,0.3
2581,017435,17,0,8,1.0,0.68
2582,028015,6,3,4,0.667,0.6
2583,048256,2,1,4,0.667,0.333
2584,004080,13,0,19,1.0,0.406
2585,040592,5,2,3,0.714,0.625
2586,002855,2,0,17,1.0,0.105
2587,006015,9,0,10,1.0,0.474
2588,039440,6,0,6,1.0,0.5
2589,013445,2,1,18,0.667,0.1
2590,006227,16,0,13,1.0,0.552
2591,020292,11,1,18,0.917,0.379
2592,022341,2,0,6,1.0,0.25
2593,019297,7,2,9,0.778,0.437
2594,022548,3,0,5,1.0,0.375
2595,036319,2,0,2,1.0,0.5
2596,041590,17,0,19,1.0,0.472
2597,034993,6,0,11,1.0,0.353
2598,037387,4,0,14,1.0,0.222
2599,027476,7,0,25,1.0,0.219
2600,012523,16,1,28,0.941,0.364
2601,005390,6,0,2,1.0,0.75
2602,019639,8,0,4,1.0,0.667
2603,005017,4,0,5,1.0,0.444
2604,031492,4,0,4,1.0,0.5
2605,027237,9,0,18,1.0,0.333
2606,041150,11,3,12,0.786,0.478
2607,045651,1,1,5,0.5,0.167
2608,018840,4,0,3,1.0,0.571
2609,016758,10,0,9,1.0,0.526
2610,021353,7,0,6,1.0,0.538
2611,031867,4,3,5,0.571,0.444
2612,001435,6,0,10,1.0,0.375
2613,022425,7,0,6,1.0,0.538
2614,047857,10,1,8,0.909,0.556
2615,013425,10,1,8,0.909,0.556
2616,043650,0,1,6,0.0,0.0
2617,027866,2,0,0,1.0,1.0
2618,014276,3,0,7,1.0,0.3
2619,025513,7,0,14,1.0,0.333
2620,030760,2,0,4,1.0,0.333
2621,029082,7,0,10,1.0,0.412
2622,044190,2,1,7,0.667,0.222
2623,011520,4,0,6,1.0,0.4
2624,041554,6,0,4,1.0,0.6
2625,000919,6,0,12,1.0,0.333
2626,006941,4,0,13,1.0,0.235
2627,046537,12,0,23,1.0,0.343
2628,027135,2,0,10,1.0,0.167
2629,020434,17,0,29,1.0,0.37
2630,035976,1,0,4,1.0,0.2
2631,039661,3,1,5,0.75,0.375
2632,011669,10,0,40,1.0,0.2
2633,039040,4,0,10,1.0,0.286
2634,014117,5,0,12,1.0,0.294
2635,006649,4,0,8,1.0,0.333
2636,046440,9,0,17,1.0,0.346
2637,039340,11,0,36,1.0,0.234
2638,039997,1,0,14,1.0,0.067
2639,037079,18,1,15,0.947,0.545
2640,041372,1,1,0,0.5,1.0
2641,002139,6,1,6,0.857,0.5
2642,039039,15,0,16,1.0,0.484
2643,011788,6,0,3,1.0,0.667
2644,014874,5,1,4,0.833,0.556
2645,036514,1,3,11,0.25,0.083
2646,046906,6,1,4,0.857,0.6
2647,037288,10,0,9,1.0,0.526
2648,032388,13,0,36,1.0,0.265
2649,045894,11,0,25,1.0,0.306
2650,018877,3,0,4,1.0,0.429
2651,048164,7,1,27,0.875,0.206
2652,037588,8,2,16,0.8,0.333
2653,012898,5,0,2,1.0,0.714
2654,002850,4,0,15,1.0,0.211
2655,035499,3,0,6,1.0,0.333
2656,035020,10,1,32,0.909,0.238
2657,022714,3,0,1,1.0,0.75
2658,018380,2,0,5,1.0,0.286
2659,042196,3,0,9,1.0,0.25
2660,004322,2,2,10,0.5,0.167
2661,012586,3,0,9,1.0,0.25
2662,041877,8,1,11,0.889,0.421
2663,016007,3,0,11,1.0,0.214
2664,007925,9,1,29,0.9,0.237
2665,046390,6,0,33,1.0,0.154
2666,003520,2,0,14,1.0,0.125
2667,022251,6,0,10,1.0,0.375
2668,047396,7,0,3,1.0,0.7
2669,007819,2,1,27,0.667,0.069
2670,047081,2,0,10,1.0,0.167
2671,015514,13,0,14,1.0,0.481
2672,027344,9,0,11,1.0,0.45
2673,019500,3,1,16,0.75,0.158
2674,046082,6,1,26,0.857,0.187
2675,030119,5,0,2,1.0,0.714
2676,040088,3,1,9,0.75,0.25
2677,039394,2,0,17,1.0,0.105
2678,042510,11,0,8,1.0,0.579
2679,042319,7,1,28,0.875,0.2
2680,037520,1,1,3,0.5,0.25
2681,045142,7,0,32,1.0,0.179
2682,014294,5,0,2,1.0,0.714
2683,041286,1,0,7,1.0,0.125
2684,032538,3,0,24,1.0,0.111
2685,008971,11,0,11,1.0,0.5
2686,041827,1,0,2,1.0,0.333
2687,010364,3,0,11,1.0,0.214
2688,017962,1,1,8,0.5,0.111
2689,038991,2,0,10,1.0,0.167
2690,010011,11,0,15,1.0,0.423
2691,048365,2,0,6,1.0,0.25
2692,011158,3,0,7,1.0,0.3
2693,043284,1,1,0,0.5,1.0
2694,024245,13,0,24,1.0,0.351
2695,016097,0,1,20,0.0,0.0
2696,016389,2,1,10,0.667,0.167
2697,025387,10,1,7,0.909,0.588
2698,012271,5,0,9,1.0,0.357
2699,011175,5,2,13,0.714,0.278
2700,022795,1,0,39,1.0,0.025
2701,004349,4,1,15,0.8,0.211
2702,014796,2,0,2,1.0,0.5
2703,005155,7,0,5,1.0,0.583
2704,010811,1,0,7,1.0,0.125
2705,025981,2,1,7,0.667,0.222
2706,033052,2,0,11,1.0,0.154
2707,009441,2,0,10,1.0,0.167
2708,003797,8,0,7,1.0,0.533
2709,017940,9,0,18,1.0,0.333
2710,015475,2,0,1,1.0,0.667
2711,010457,3,0,0,1.0,1.0
2712,027524,2,0,11,1.0,0.154
2713,046641,3,2,6,0.6,0.333
2714,022725,10,0,16,1.0,0.385
2715,048557,5,0,10,1.0,0.333
2716,047700,6,2,20,0.75,0.231
2717,007985,1,0,2,1.0,0.333
2718,028814,13,3,26,0.812,0.333
2719,031397,5,0,5,1.0,0.5
2720,028366,16,0,31,1.0,0.34
2721,006313,12,0,10,1.0,0.545
2722,037402,2,0,1,1.0,0.667
2723,028788,6,1,18,0.857,0.25
2724,036218,1,1,1,0.5,0.5
2725,010634,5,0,19,1.0,0.208
2726,034517,11,0,21,1.0,0.344
2727,034094,13,0,22,1.0,0.371
2728,042149,6,0,0,1.0,1.0
2729,024672,14,0,11,1.0,0.56
2730,017262,8,0,3,1.0,0.727
2731,033589,2,0,2,1.0,0.5
2732,031005,2,3,5,0.4,0.286
2733,026698,4,0,33,1.0,0.108
2734,044428,3,0,14,1.0,0.176
2735,018274,3,0,11,1.0,0.214
2736,022120,2,1,5,0.667,0.286
2737,047408,9,0,6,1.0,0.6
2738,036355,10,0,27,1.0,0.27
2739,040911,1,0,8,1.0,0.111
2740,042710,0,5,15,0.0,0.0
2741,044606,3,0,8,1.0,0.273
2742,003193,12,2,14,0.857,0.462
2743,011304,1,0,9,1.0,0.1
2744,035173,3,0,7,1.0,0.3
2745,047908,6,0,53,1.0,0.102
2746,046352,16,0,13,1.0,0.552
2747,033456,6,2,4,0.75,0.6
2748,037903,1,0,4,1.0,0.2
2749,038119,4,0,16,1.0,0.2
2750,017903,9,0,14,1.0,0.391
2751,015901,13,1,15,0.929,0.464
2752,039753,2,0,5,1.0,0.286
2753,001069,9,0,41,1.0,0.18
2754,020896,7,0,3,1.0,0.7
2755,042772,1,1,3,0.5,0.25
2756,016212,1,0,3,1.0,0.25
2757,032370,1,0,8,1.0,0.111
2758,046117,14,0,18,1.0,0.437
2759,026041,1,0,21,1.0,0.045
2760,041250,5,0,3,1.0,0.625
2761,024014,3,1,6,0.75,0.333
2762,013503,5,0,12,1.0,0.294
2763,034805,2,0,6,1.0,0.25
2764,006054,3,0,17,1.0,0.15
2765,046579,2,0,5,1.0,0.286
2766,028213,12,1,33,0.923,0.267
2767,000698,14,0,34,1.0,0.292
2768,044385,11,1,27,0.917,0.289
2769,015214,3,0,5,1.0,0.375
2770,049250,8,0,31,1.0,0.205
2771,017100,4,0,10,1.0,0.286
2772,000523,5,0,12,1.0,0.294
2773,046877,3,1,11,0.75,0.214
2774,021853,4,0,8,1.0,0.333
2775,041060,4,1,4,0.8,0.5
2776,035770,10,1,25,0.909,0.286
2777,004685,12,1,26,0.923,0.316
2778,026250,8,0,16,1.0,0.333
2779,029875,3,4,10,0.429,0.231
2780,036275,4,0,11,1.0,0.267
2781,002444,2,0,23,1.0,0.08
2782,016250,5,1,7,0.833,0.417
2783,043120,2,0,5,1.0,0.286
2784,030558,7,0,26,1.0,0.212
2785,046567,2,0,4,1.0,0.333
2786,000550,13,1,11,0.929,0.542
2787,018249,5,7,7,0.417,0.417
2788,023066,1,0,14,1.0,0.067
2789,028401,8,0,15,1.0,0.348
2790,031037,3,0,9,1.0,0.25
2791,036549,3,1,2,0.75,0.6
2792,025014,1,0,0,1.0,1.0
2793,047337,9,0,8,1.0,0.529
2794,024782,3,0,7,1.0,0.3
2795,007285,2,0,3,1.0,0.4
2796,026224,14,0,29,1.0,0.326
2797,022579,14,0,22,1.0,0.389
2798,002909,11,0,20,1.0,0.355
2799,035570,2,2,12,0.5,0.143
2800,028268,0,1,5,0.0,0.0
2801,047621,8,3,19,0.727,0.296
2802,047105,1,0,8,1.0,0.111
2803,047581,2,0,37,1.0,0.051
2804,049120,7,0,13,1.0,0.35
2805,040298,10,1,16,0.909,0.385
2806,009012,8,1,13,0.889,0.381
2807,038296,7,0,11,1.0,0.389
2808,040338,7,2,5,0.778,0.583
2809,013555,3,0,19,1.0,0.136
2810,035682,6,4,17,0.6,0.261
2811,015349,1,1,2,0.5,0.333
2812,048040,8,0,11,1.0,0.421
2813,008150,8,0,12,1.0,0.4
2814,001472,13,0,21,1.0,0.382
2815,001470,2,1,3,0.667,0.4
2816,011862,13,0,19,1.0,0.406
2817,016084,7,0,13,1.0,0.35
2818,004827,1,0,5,1.0,0.167
2819,021097,6,2,22,0.75,0.214
2820,038445,2,0,6,1.0,0.25
2821,000092,7,1,20,0.875,0.259
2822,029028,8,0,14,1.0,0.364
2823,018851,8,0,8,1.0,0.5
2824,031351,0,1,21,0.0,0.0
2825,008669,5,0,34,1.0,0.128
2826,015847,19,0,30,1.0,0.388
2827,036821,1,3,17,0.25,0.056
2828,005740,10,2,11,0.833,0.476
2829,038074,0,2,2,0.0,0.0
2830,002316,13,0,12,1.0,0.52
2831,039851,5,2,7,0.714,0.417
2832,040617,14,0,17,1.0,0.452
2833,040050,0,1,1,0.0,0.0
2834,024421,9,0,20,1.0,0.31
2835,020988,3,1,19,0.75,0.136
2836,047437,16,2,20,0.889,0.444
2837,032764,23,0,36,1.0,0.39
2838,003455,4,0,24,1.0,0.143
2839,022497,1,0,9,1.0,0.1
2840,013901,2,0,16,1.0,0.111
