image_id,pred_obj,true_obj,iou,occolusion_ratio
037312,23979,37,0.5365,Light
037312,23968,47,0.5735,Light
037312,23980,43,0.7329,Medium
037312,23981,30,0.5989,Light
037312,23982,22,0.7227,Light
037312,23983,49,0.2322,Undefined
037312,23984,39,0.449,Heavy
037312,23969,32,0.8851,Light
037312,23976,21,0.9379,Light
037312,23972,41,0.8583,Light
037312,23975,28,0.6883,VeryHeavy
037312,23974,25,0.9568,None
037312,23971,26,0.9676,Light
037312,23973,24,0.7882,Medium
037318,12961,14,0.743,None
037318,12960,13,0.8084,Light
037318,12959,12,0.0231,None
037318,12958,15,0.7514,None
037318,12957,11,0.9194,None
037318,12956,12,0.9128,None
037324,3492,25,0.9147,None
037324,3495,22,0.0062,Medium
037324,3494,20,0.6971,None
037324,3493,21,0.9146,None
037332,3062,95,0.6807,None
037338,18837,9,0.9577,None
037338,18839,13,0.4355,Light
037338,18840,12,0.6545,VeryHeavy
037338,18835,18,0.7934,Light
037338,18834,17,0.9455,None
037338,18833,10,0.9474,None
037338,18841,16,0.7638,Heavy
037338,18842,21,0.3436,Medium
037338,18838,7,0.9282,None
037338,18836,19,0.9019,Light
037341,29087,15,0.7078,Light
037341,29086,19,0.863,None
037341,29085,24,0.8961,None
037344,9277,4,0.6804,Light
037344,9276,0,0.7941,Light
037357,13051,19,0.7967,None
037357,13052,21,0.91,None
037357,13050,32,0.9268,None
037357,13049,33,0.5739,Light
037357,13054,26,0.7902,Heavy
037357,13053,29,0.1641,Heavy
037364,5170,47,0.8243,Light
037364,5175,78,0.2842,Light
037364,5174,75,0.8699,Light
037364,5173,60,0.3597,Light
037364,5172,64,0.5111,Medium
037364,5171,78,0.5756,Light
037364,5176,72,0.6392,Light
037364,5168,76,0.7522,Light
037364,5167,51,0.7545,Light
037364,5166,48,0.8705,Light
037364,5165,52,0.7205,Light
037364,5164,59,0.495,Medium
037364,5163,74,0.6252,Heavy
037364,5162,46,0.9187,None
037364,5161,61,0.8843,None
037364,5160,49,0.9125,None
037364,5159,73,0.945,Medium
037364,5169,60,0.4168,Light
037376,21420,11,0.8054,None
037376,21419,13,0.8656,Light
037376,21418,10,0.9293,None
037376,21417,9,0.8485,None
037398,14841,44,0.4405,Medium
037398,14838,23,0.5253,Heavy
037398,14839,20,0.7626,Light
037398,14840,31,0.7259,Medium
037399,29199,54,0.699,Medium
037399,29203,62,0.8464,Medium
037399,29202,77,0.6716,Heavy
037399,29201,81,0.668,Undefined
037399,29195,76,0.9269,None
037399,29197,70,0.5894,Heavy
037399,29196,78,0.8732,None
037399,29200,80,0.7412,VeryHeavy
037399,29198,63,0.7394,Medium
037403,24823,16,0.8357,Light
037403,24822,17,0.864,Light
037413,30958,23,0.8039,None
037413,30953,22,0.9055,None
037413,30954,19,0.7603,None
037413,30957,18,0.8054,None
037413,30956,21,0.6564,Light
037413,30955,16,0.7334,None
037413,30959,0,0.1217,Heavy
037429,14205,13,0.8826,None
037429,14204,11,0.7458,None
037439,27024,26,0.8693,None
037439,27025,34,0.3756,VeryHeavy
037439,27030,30,0.9242,None
037439,27027,24,0.2536,Heavy
037439,27029,15,0.1772,Medium
037439,27026,21,0.7412,Light
037439,27028,16,0.7812,None
037441,32774,62,0.9555,None
037441,32773,59,0.9167,None
037441,32775,57,0.8766,None
037441,32776,61,0.7677,Light
037441,32777,65,0.806,Light
037441,32778,60,0.5719,None
037441,32779,67,0.8358,Heavy
037441,32781,58,0.5295,Light
037441,32782,58,0.469,Light
037441,32780,81,0.3718,Medium
037452,14906,57,0.8029,VeryHeavy
037452,14907,48,0.5272,Light
037452,14899,54,0.6863,Heavy
037452,14900,45,0.9096,None
037452,14896,33,0.9167,None
037452,14905,27,0.7779,None
037452,14904,46,0.55,Light
037452,14909,27,0.3613,None
037452,14903,23,0.4352,Heavy
037452,14910,31,0.3721,Heavy
037452,14895,51,0.6575,Medium
037452,14901,39,0.9222,None
037452,14893,52,0.9048,Light
037452,14892,25,0.8977,None
037452,14891,38,0.8511,Light
037452,14902,32,0.64,Heavy
037452,14908,22,0.9178,None
037452,14894,42,0.9203,None
037452,14898,26,0.8846,None
037452,14897,29,0.9024,None
037455,32430,41,0.8351,None
037455,32433,34,0.8472,Heavy
037455,32432,54,0.6575,Heavy
037455,32431,39,0.6163,Light
037455,32429,58,0.5351,None
037455,32434,44,0.4823,None
037473,13369,15,0.629,Light
037473,13367,24,0.9632,None
037473,13368,23,0.6788,Light
037474,31306,86,0.8163,Light
037474,31302,85,0.8969,None
037474,31305,74,0.8493,Light
037474,31303,81,0.6908,Light
037474,31307,90,0.8976,Light
037474,31308,96,0.2609,Heavy
037474,31309,72,0.7607,Heavy
037474,31304,108,0.7585,Light
037502,7297,37,0.9289,None
037502,7298,36,0.8999,None
037502,7301,39,0.4737,Light
037502,7299,38,0.8498,None
037502,7300,39,0.3445,Light
037515,27371,20,0.513,Medium
037515,27370,21,0.8405,None
037562,27470,36,0.8822,None
037562,27469,43,0.9423,Light
037565,29714,23,0.7927,None
037565,29720,26,0.5677,None
037565,29719,38,0.543,Heavy
037565,29718,30,0.4192,None
037565,29717,25,0.5281,Heavy
037565,29716,17,0.5656,Heavy
037565,29715,29,0.4335,Heavy
037565,29713,36,0.9391,None
037565,29712,37,0.8654,Light
037565,29711,14,0.9213,None
037565,29721,22,0.4676,Heavy
037574,29663,82,0.8786,None
037574,29662,85,0.9253,None
037574,29667,68,0.85,None
037574,29664,89,0.7598,Light
037574,29665,72,0.9091,Light
037574,29666,63,0.6416,Light
037574,29668,70,0.543,Light
037594,28708,27,0.4212,Light
037594,28709,23,0.6086,Light
037594,28710,19,0.5533,Medium
037594,28707,29,0.7108,Light
037594,28706,20,0.8354,None
037594,28705,15,0.7777,Medium
037601,12060,38,0.6836,Light
037601,12055,33,0.7405,None
037601,12054,48,0.8562,Light
037601,12053,35,0.9136,None
037601,12052,34,0.9396,None
037601,12057,36,0.8868,None
037601,12051,55,0.9553,None
037601,12058,67,0.687,Light
037601,12061,46,0.89,None
037601,12059,40,0.6077,None
037601,12056,68,0.6517,Light
037607,9489,11,0.7331,Medium
037607,9488,16,0.4886,Medium
037613,9951,19,0.6362,VeryHeavy
037613,9949,17,0.7229,Medium
037613,9950,39,0.6692,Heavy
037613,9947,33,0.9565,None
037613,9952,32,0.7118,Medium
037613,9953,24,0.7406,Medium
037613,9954,22,0.6689,Heavy
037613,9948,37,0.9318,None
037639,30705,95,0.9644,None
037639,30710,106,0.7981,Light
037639,30709,119,0.5099,Heavy
037639,30712,90,0.3369,Heavy
037639,30711,99,0.3942,Light
037639,30708,117,0.8367,None
037639,30707,123,0.9703,None
037639,30713,117,0.0221,None
037639,30706,112,0.8459,None
037645,7531,10,0.7525,None
037645,7530,11,0.732,Light
037645,7528,17,0.9045,None
037645,7529,15,0.5529,Light
037672,12282,20,0.701,None
037675,22196,0,0.0,None
037678,32734,28,0.682,Medium
037678,32733,30,0.9116,Light
037678,32736,42,0.7047,Heavy
037678,32732,33,0.9651,None
037678,32735,38,0.8567,None
037678,32737,46,0.2945,Heavy
037699,20804,24,0.9508,None
037699,20805,26,0.9435,None
037699,20806,29,0.6656,None
037715,30889,29,0.859,Light
037715,30891,32,0.5215,Medium
037715,30888,26,0.8967,None
037715,30890,33,0.8593,None
037725,9075,17,0.5632,None
037725,9074,20,0.9441,None
037742,29692,43,0.8534,None
037742,29694,34,0.5584,Heavy
037742,29699,47,0.27,VeryHeavy
037742,29698,49,0.6938,Light
037742,29697,52,0.7458,Light
037742,29696,37,0.7897,None
037742,29693,44,0.5895,Light
037742,29695,38,0.4927,Heavy
037749,23552,50,0.6485,Light
037749,23553,46,0.4979,None
037749,23554,0,0.0,Light
037749,23551,54,0.4652,Heavy
037766,11182,122,0.8876,Light
037766,11177,126,0.5955,Medium
037766,11178,113,0.909,Light
037766,11179,140,0.5896,Medium
037766,11180,127,0.944,None
037766,11181,109,0.9187,Light
037766,11176,139,0.8107,None
037766,11184,131,0.8037,Medium
037766,11185,121,0.7591,Light
037766,11186,142,0.5803,Heavy
037766,11187,118,0.5931,Heavy
037766,11175,135,0.8512,None
037766,11174,148,0.885,None
037766,11183,144,0.7932,Medium
037777,13922,49,0.8189,Medium
037777,13923,89,0.8699,Undefined
037777,13918,67,0.8844,Medium
037777,13920,84,0.4885,Medium
037777,13903,66,0.7593,Medium
037777,13901,45,0.7709,Light
037777,13904,52,0.8153,Light
037777,13905,55,0.6474,Medium
037777,13906,60,0.8767,Light
037777,13907,64,0.9208,Medium
037777,13908,72,0.7728,Medium
037777,13921,74,0.6094,Medium
037777,13909,46,0.5245,Heavy
037777,13911,53,0.2745,Heavy
037777,13912,71,0.4379,Light
037777,13913,70,0.6433,VeryHeavy
037777,13914,44,0.7773,VeryHeavy
037777,13915,46,0.7425,Heavy
037777,13916,61,0.4617,Light
037777,13917,57,0.6632,Heavy
037777,13910,51,0.5654,Light
037777,13902,54,0.7077,Light
037777,13919,68,0.8772,Light
037778,29993,17,0.8781,Medium
037778,29986,26,0.9432,None
037778,29987,21,0.9282,None
037778,29988,20,0.8308,Light
037778,29989,28,0.6964,Heavy
037778,29990,22,0.7471,Heavy
037778,29991,19,0.8779,None
037778,29992,14,0.82,Light
037778,29994,15,0.7258,Heavy
037788,13630,92,0.9099,Medium
037788,13629,96,0.2648,Medium
037788,13627,88,0.6269,Medium
037788,13632,86,0.615,Heavy
037788,13625,106,0.641,Medium
037788,13624,112,0.9321,Light
037788,13628,110,0.4325,Heavy
037788,13623,91,0.9562,None
037788,13626,85,0.8346,Medium
037788,13631,111,0.2068,None
037793,23200,31,0.5156,Heavy
037793,23199,26,0.6686,Light
037793,23198,38,0.936,None
037796,33176,32,0.3348,Light
037796,33177,41,0.3269,Heavy
037796,33178,37,0.7179,Light
037796,33179,30,0.4906,Medium
037796,33170,34,0.7655,None
037796,33175,48,0.4082,Heavy
037796,33174,38,0.4405,Heavy
037796,33181,31,0.3248,Heavy
037796,33182,51,0.4333,Light
037796,33171,47,0.7986,Heavy
037796,33169,35,0.8894,Light
037796,33168,36,0.9091,None
037796,33172,52,0.8718,Light
037796,33180,50,0.5826,Heavy
037796,33173,40,0.7912,VeryHeavy
037807,13343,43,0.4929,Light
037813,17303,99,0.6202,Light
037813,17302,95,0.6628,Light
037813,17304,102,0.5763,Medium
037813,17305,67,0.8612,Medium
037813,17306,82,0.5916,Heavy
037813,17307,79,0.8345,None
037813,17297,75,0.6376,Light
037813,17301,64,0.9096,None
037813,17299,71,0.8506,None
037813,17298,88,0.9032,None
037813,17296,92,0.859,None
037813,17300,83,0.5568,Medium
037830,8651,6,0.8523,None
037830,8650,9,0.7366,None
037837,875,93,0.7517,Medium
037837,874,72,0.5992,Light
037837,873,89,0.7216,Light
037837,871,86,0.7325,Medium
037837,870,77,0.827,Light
037837,869,70,0.8777,Light
037837,868,79,0.6168,Medium
037837,872,80,0.9428,Light
037844,8220,38,0.0018,None
037844,8221,30,0.8485,Medium
037844,8222,39,0.7419,Heavy
037844,8219,38,0.7847,None
037855,3918,13,0.9106,None
037855,3917,7,0.9796,None
037855,3924,12,0.06,None
037855,3920,15,0.4496,Light
037855,3921,11,0.8354,None
037855,3922,14,0.5455,Light
037855,3923,12,0.5244,None
037855,3919,9,0.8519,None
037873,11903,59,0.7483,None
037873,11905,39,0.5725,Medium
037873,11902,62,0.8099,Light
037873,11904,54,0.6318,Medium
037873,11896,53,0.9002,None
037873,11900,63,0.7958,Light
037873,11895,48,0.9396,None
037873,11901,44,0.7039,None
037873,11899,31,0.8399,Light
037873,11898,64,0.9675,None
037873,11897,42,0.9053,Light
037882,21612,11,0.9717,None
037882,21614,15,0.9128,None
037882,21615,28,0.12,Medium
037882,21613,24,0.9014,None
037882,21611,29,0.9644,None
037882,21616,23,0.9106,Medium
037882,21610,13,0.827,None
037885,13241,36,0.8518,Medium
037885,13242,39,0.4952,Heavy
037885,13240,0,0.0,None
037885,13235,33,0.6691,VeryHeavy
037885,13236,27,0.489,Medium
037885,13237,23,0.2371,None
037885,13238,0,0.0,None
037885,13239,31,0.6637,Heavy
037891,28964,20,0.9633,None
037891,28965,8,0.8992,Medium
037891,28966,7,0.8617,Light
037891,28975,12,0.7794,Light
037891,28974,17,0.6834,Medium
037891,28963,14,0.771,Medium
037891,28973,22,0.6518,Heavy
037891,28972,5,0.908,None
037891,28962,15,0.8976,None
037891,28971,19,0.8353,Light
037891,28970,13,0.9298,None
037891,28969,10,0.8534,None
037891,28968,21,0.6947,Light
037891,28976,23,0.3561,Undefined
037891,28967,9,0.8763,Light
037900,13844,9,0.8796,Medium
037900,13845,15,0.8908,None
037900,13841,5,0.7721,Heavy
037900,13842,4,0.8258,Light
037900,13843,3,0.6697,Light
037900,13846,14,0.8349,None
037902,21063,36,0.9374,None
037902,21064,48,0.8868,Medium
037902,21065,50,0.9118,None
037902,21066,33,0.8826,Medium
037902,21071,41,0.4854,Medium
037902,21067,40,0.9391,Light
037902,21068,30,0.6747,Medium
037902,21069,46,0.9427,Medium
037902,21070,37,0.7145,Heavy
037909,22339,89,0.484,Light
037909,22340,91,0.7967,Light
037909,22332,96,0.9555,None
037909,22336,93,0.5368,None
037909,22331,88,0.9689,None
037909,22333,76,0.3125,None
037909,22334,99,0.7725,None
037909,22335,81,0.901,Light
037909,22337,102,0.8543,Light
037909,22338,97,0.6863,Light
037911,4708,54,0.9308,None
037911,4709,52,0.916,Light
037911,4710,42,0.3535,VeryHeavy
037911,4711,43,0.6657,Light
037911,4712,60,0.7607,Light
037911,4720,46,0.5503,VeryHeavy
037911,4705,48,0.9461,None
037911,4714,40,0.8179,None
037911,4715,65,0.502,Heavy
037911,4716,58,0.8039,Light
037911,4717,57,0.7559,None
037911,4718,32,0.6021,Medium
037911,4707,39,0.8755,Light
037911,4719,35,0.7921,Light
037911,4706,49,0.5871,Medium
037911,4702,37,0.9599,None
037911,4703,51,0.8625,None
037911,4704,47,0.8596,Light
037911,4713,44,0.6942,None
037911,4701,55,0.9377,None
037924,16508,21,0.5145,None
037924,16505,29,0.5857,None
037924,16503,35,0.4522,Heavy
037924,16510,42,0.5806,VeryHeavy
037924,16511,33,0.4624,None
037924,16507,32,0.4516,Undefined
037924,16509,37,0.8316,Light
037924,16504,30,0.7235,None
037924,16512,23,0.3426,VeryHeavy
037924,16506,41,0.75,None
037934,25506,35,0.8983,None
037934,25507,36,0.8705,None
037934,25508,37,0.7955,Medium
037937,24949,63,0.4434,Heavy
037937,24947,51,0.8321,None
037937,24953,47,0.6783,Medium
037937,24946,49,0.8085,None
037937,24952,61,0.3326,Heavy
037937,24948,58,0.465,Medium
037937,24950,69,0.5804,VeryHeavy
037937,24951,73,0.6853,Heavy
037949,14715,60,0.6835,Heavy
037949,14708,92,0.4465,Undefined
037949,14705,62,0.8504,Light
037949,14704,69,0.9853,None
037949,14706,74,0.6307,Heavy
037949,14707,48,0.9184,None
037949,14716,54,0.5243,Medium
037949,14703,72,0.8066,Light
037949,14714,52,0.708,Heavy
037949,14717,82,0.4333,VeryHeavy
037949,14713,55,0.9338,None
037949,14712,46,0.8109,Light
037949,14718,75,0.5979,Medium
037949,14719,73,0.5957,Light
037949,14721,71,0.7015,Light
037949,14711,65,0.6177,Medium
037949,14710,50,0.9474,Light
037949,14709,58,0.6892,Medium
037949,14702,63,0.6664,Medium
037949,14720,85,0.1475,VeryHeavy
037956,6026,0,0.0,Light
037956,6025,11,0.7169,None
037956,6024,7,0.8746,None
037956,6023,8,0.903,None
037970,18091,94,0.794,Light
037970,18089,104,0.8675,None
037970,18090,99,0.6264,Light
037971,7487,98,0.6429,Light
037971,7486,81,0.9274,None
037971,7485,78,0.871,Light
037971,7484,94,0.9574,None
037971,7489,88,0.3325,Heavy
037971,7488,95,0.7184,Medium
037982,22869,47,0.9228,None
037986,25528,16,0.4189,Heavy
037986,25531,11,0.5852,VeryHeavy
037986,25529,8,0.7012,VeryHeavy
037986,25524,7,0.7695,Medium
037986,25525,17,0.8767,Light
037986,25530,14,0.4321,VeryHeavy
037986,25527,14,0.6266,VeryHeavy
037986,25526,12,0.9362,None
038008,10399,53,0.9006,None
038008,10400,51,0.8675,Light
038008,10401,52,0.9381,Light
038012,20330,27,0.6528,Medium
038012,20327,27,0.485,Medium
038012,20334,28,0.525,Undefined
038012,20332,25,0.5896,Medium
038012,20329,26,0.7231,Heavy
038012,20326,23,0.904,None
038012,20331,24,0.8849,Light
038012,20328,18,0.8063,Light
038012,20325,29,0.9013,None
038012,20333,19,0.6638,Medium
038018,8148,76,0.7476,Medium
038018,8149,74,0.4144,Medium
038018,8152,69,0.5357,Heavy
038018,8153,64,0.4959,Medium
038018,8150,51,0.5464,Heavy
038018,8154,72,0.4335,Heavy
038018,8151,44,0.8315,Light
038018,8156,58,0.3019,Medium
038018,8155,50,0.3068,Heavy
038020,27738,31,0.6667,None
038020,27734,30,0.8413,None
038020,27735,27,0.8081,Light
038020,27736,40,0.5357,Heavy
038020,27737,0,0.0,None
038022,12506,18,0.838,Medium
038022,12500,26,0.9251,None
038022,12496,28,0.7788,Light
038022,12495,19,0.832,None
038022,12507,16,0.4562,Medium
038022,12505,9,0.5663,Heavy
038022,12504,17,0.8303,None
038022,12499,31,0.6803,Medium
038022,12497,30,0.5659,Medium
038022,12498,24,0.9179,None
038022,12503,36,0.7846,Heavy
038022,12502,15,0.8595,None
038022,12501,16,0.4774,Medium
038026,26472,34,0.9264,None
038026,26473,0,0.0,Light
038026,26474,69,0.0709,Undefined
038026,26465,21,0.8878,None
038026,26468,33,0.8627,None
038026,26467,38,0.8949,None
038026,26466,40,0.8361,None
038026,26471,31,0.5803,Light
038026,26470,42,0.7915,Light
038026,26469,41,0.9032,Light
038026,26464,35,0.8237,None
038054,16528,48,0.543,Heavy
038054,16521,52,0.8864,None
038054,16520,39,0.9153,None
038054,16526,49,0.8488,Medium
038054,16525,65,0.4028,Heavy
038054,16524,62,0.6946,Light
038054,16523,61,0.8266,Light
038054,16522,38,0.7992,Light
038054,16527,59,0.8029,Light
038096,29317,0,0.0,None
038096,29316,0,0.0,None
038096,29318,0,0.0,None
038096,29320,0,0.0,None
038096,29319,0,0.0,None
038105,25273,68,0.7409,Light
038105,25271,64,0.7081,Light
038105,25269,78,0.9511,None
038105,25272,67,0.399,Medium
038105,25267,75,0.7818,None
038105,25266,52,0.9543,None
038105,25265,58,0.9619,None
038105,25264,60,0.9423,None
038105,25268,72,0.8293,Light
038105,25270,57,0.9116,None
038106,10719,56,0.6282,Medium
038106,10717,54,0.7568,Light
038106,10716,63,0.6328,Heavy
038106,10718,65,0.7308,Heavy
038106,10715,75,0.7927,Light
038106,10704,81,0.7815,Light
038106,10706,66,0.9381,None
038106,10713,71,0.5069,Medium
038106,10712,64,0.4173,Medium
038106,10711,71,0.6081,Medium
038106,10710,48,0.7304,Heavy
038106,10709,69,0.4534,Medium
038106,10714,54,0.571,Light
038106,10708,76,0.8161,Light
038106,10707,62,0.7368,None
038106,10705,50,0.9519,None
038106,10702,77,0.9227,Light
038106,10703,58,0.9031,Light
038108,11638,57,0.7573,Light
038108,11640,66,0.6501,Heavy
038108,11639,59,0.7303,Light
038108,11637,52,0.7097,None
038108,11636,51,0.7773,Light
038109,8203,74,0.8609,None
038109,8207,0,0.0,Light
038109,8206,72,0.657,Heavy
038109,8205,67,0.6493,Medium
038109,8204,56,0.6407,Medium
038109,8209,0,0.0,Light
038109,8210,73,0.7677,Medium
038109,8202,48,0.8009,Medium
038109,8211,78,0.7046,Medium
038109,8208,70,0.9057,Light
038109,8212,80,0.3711,VeryHeavy
038113,8413,15,0.881,None
038113,8414,14,0.6005,Light
038113,8415,0,0.0,None
038114,21126,127,0.7561,Light
038114,21127,115,0.6963,Medium
038114,21130,98,0.1082,Medium
038114,21124,125,0.9241,None
038114,21131,117,0.6475,Light
038114,21129,112,0.5568,Light
038114,21128,130,0.6605,None
038114,21125,107,0.9018,None
038116,16780,25,0.8387,Light
038116,16781,26,0.9239,None
038116,16782,30,0.8912,None
038116,16783,22,0.8975,None
038116,16784,28,0.7659,Medium
038116,16785,33,0.5205,Light
038116,16786,35,0.4024,Heavy
038116,16779,29,0.9033,None
038116,16778,27,0.9117,None
038132,15182,58,0.5914,Light
038132,15183,54,0.3429,Light
038132,15173,49,0.9667,None
038132,15174,60,0.7688,Heavy
038132,15181,0,0.0,Heavy
038132,15175,45,0.7614,Medium
038132,15176,56,0.35,Heavy
038132,15177,70,0.5709,Heavy
038132,15178,61,0.5067,Heavy
038132,15180,36,0.0235,Light
038132,15179,43,0.7574,Medium
038144,11287,91,0.4375,Light
038144,11281,79,0.8338,None
038144,11280,82,0.6605,Heavy
038144,11279,90,0.9025,None
038144,11278,85,0.7641,Heavy
038144,11277,87,0.7433,Light
038144,11276,81,0.6706,Heavy
038144,11289,86,0.6242,Medium
038144,11288,77,0.4748,Medium
038144,11282,84,0.8783,Light
038144,11284,89,0.6946,Heavy
038144,11275,76,0.8425,Light
038144,11274,60,0.9529,Light
038144,11273,61,0.91,None
038144,11272,71,0.9258,None
038144,11286,95,0.3102,Undefined
038144,11285,88,0.7357,Medium
038144,11283,66,0.75,Heavy
038145,9642,54,0.8746,None
038145,9639,45,0.9315,None
038145,9645,65,0.5309,Heavy
038145,9641,49,0.8701,None
038145,9640,50,0.9287,None
038145,9643,53,0.315,Heavy
038145,9644,61,0.4659,Heavy
038170,27772,32,0.6574,Medium
038170,27773,31,0.6129,Heavy
038170,27771,27,0.9082,None
038170,27770,35,0.8968,None
038174,19912,24,0.7076,VeryHeavy
038174,19913,16,0.9357,None
038174,19914,20,0.8356,Light
038174,19915,22,0.9277,None
038174,19916,21,0.7149,Medium
038174,19917,27,0.4065,Heavy
038174,19911,23,0.9036,None
038190,10784,11,0.8728,None
038190,10785,12,0.2975,Medium
038197,26130,27,0.8976,None
038198,7014,63,0.8142,Light
038198,7013,41,0.953,None
038198,7011,65,0.9153,None
038198,7010,30,0.6898,Heavy
038198,7005,27,0.7269,Light
038198,7008,47,0.4609,VeryHeavy
038198,7007,49,0.6981,Light
038198,7006,37,0.9212,None
038198,7004,56,0.9388,None
038198,7015,50,0.0745,Heavy
038198,7009,44,0.8969,None
038198,7020,47,0.404,VeryHeavy
038198,7012,39,0.8623,None
038198,7017,26,0.4872,Light
038198,7018,25,0.597,Heavy
038198,7019,57,0.431,Undefined
038198,7016,35,0.6794,Heavy
038198,7021,28,0.4477,VeryHeavy
038198,7023,50,0.5068,Heavy
038198,7022,32,0.4975,VeryHeavy
038201,11383,17,0.8383,None
038201,11385,16,0.5563,Medium
038201,11384,14,0.9665,None
038204,30788,57,0.6768,Light
038204,30787,44,0.9058,Light
038204,30789,52,0.1548,Light
038204,30790,42,0.8869,Medium
038206,2088,48,0.7928,Light
038206,2089,40,0.9112,None
038206,2090,39,0.4095,Heavy
038217,31982,17,0.9464,None
038217,31983,18,0.7915,Light
038217,31984,10,0.5161,Heavy
038224,31402,0,0.0,None
038224,31403,56,0.067,Heavy
038224,31400,58,0.6629,Heavy
038224,31398,36,0.4632,Heavy
038224,31399,32,0.6466,Light
038224,31393,41,0.9427,None
038224,31401,51,0.7092,Heavy
038224,31397,53,0.8108,Heavy
038224,31394,28,0.7013,Light
038224,31395,56,0.5616,Heavy
038224,31396,44,0.8626,Light
038228,29771,67,0.7989,Medium
038228,29769,61,0.9492,None
038228,29770,55,0.9262,None
038228,29772,56,0.8055,Light
038236,11387,1,0.4923,Light
038236,11386,0,0.9108,None
038238,1462,12,0.8645,Medium
038238,1459,13,0.8793,None
038238,1460,16,0.9785,Light
038238,1464,15,0.8243,None
038238,1458,10,0.9482,Light
038238,1461,11,0.9003,None
038238,1463,14,0.2841,None
038245,32295,24,0.4193,Medium
038245,32297,0,0.0,Heavy
038245,32294,28,0.2018,Undefined
038245,32296,29,0.451,Medium
038245,32291,26,0.5245,Medium
038245,32286,31,0.65,Medium
038245,32285,54,0.6285,Heavy
038245,32287,38,0.7451,None
038245,32284,21,0.6536,Heavy
038245,32283,20,0.9368,Light
038245,32290,44,0.699,Light
038245,32289,45,0.8523,Medium
038245,32288,51,0.6969,Light
038245,32282,53,0.9374,None
038245,32293,42,0.6072,Heavy
038245,32292,34,0.6212,Light
038267,25735,89,0.9051,None
038267,25741,97,0.5138,Medium
038267,25740,85,0.5102,Medium
038267,25739,86,0.7083,Medium
038267,25738,88,0.8687,Medium
038267,25737,92,0.8241,Medium
038267,25736,75,0.8067,None
038267,25734,90,0.744,None
038272,18344,11,0.8306,None
038272,18343,64,0.8553,None
038272,18350,68,0.4415,Medium
038272,18349,23,0.3266,Medium
038272,18345,59,0.9003,Light
038272,18348,55,0.8383,Light
038272,18346,79,0.8493,None
038272,18347,34,0.8234,Light
038281,24643,36,0.8641,Light
038281,24647,50,0.9159,None
038281,24649,37,0.6666,Light
038281,24652,61,0.4746,Heavy
038281,24653,54,0.8265,Light
038281,24654,34,0.4273,Light
038281,24655,41,0.5391,Heavy
038281,24656,65,0.6869,Medium
038281,24648,44,0.9053,None
038281,24650,56,0.663,Heavy
038281,24646,43,0.8247,Heavy
038281,24645,53,0.7272,Medium
038281,24651,35,0.7671,None
038281,24644,46,0.9118,None
038282,30722,61,0.789,Light
038282,30721,60,0.7293,None
038282,30720,64,0.8209,Light
038282,30719,67,0.8484,None
038290,13866,25,0.1372,Light
038290,13865,31,0.827,Light
038290,13864,30,0.428,Medium
038290,13863,27,0.9311,Light
038290,13862,32,0.9269,None
038290,13861,28,0.5572,None
038290,13860,29,0.959,None
038322,20941,83,0.5792,Heavy
038322,20940,84,0.6769,VeryHeavy
038322,20937,82,0.8909,None
038322,20933,87,0.8526,None
038322,20935,88,0.9438,None
038322,20934,91,0.8569,None
038322,20939,89,0.8588,Light
038322,20932,94,0.7837,Light
038322,20931,92,0.9647,None
038322,20936,81,0.6634,Light
038322,20938,85,0.9031,None
038340,23038,18,0.9454,None
038340,23037,19,0.7797,None
038340,23042,20,0.6141,Medium
038340,23043,21,0.6905,Medium
038340,23039,16,0.6722,None
038340,23041,22,0.5285,Medium
038340,23040,17,0.8539,None
038358,31319,53,0.9539,None
038360,33462,63,0.8212,Medium
038360,33461,57,0.9331,Light
038360,33463,47,0.8794,None
038360,33460,55,0.903,None
038365,10080,52,0.916,None
038365,10081,42,0.6355,Medium
038365,10082,60,0.4301,Medium
038365,10078,51,0.6898,None
038365,10077,39,0.457,Heavy
038365,10075,50,0.7646,None
038365,10076,38,0.577,Light
038365,10079,48,0.6915,Heavy
038365,10083,42,0.3541,Medium
038373,24325,36,0.7582,Medium
038373,24324,38,0.4952,Medium
038392,19026,18,0.0383,Light
038394,19603,16,0.8202,None
038394,19608,26,0.2951,Undefined
038394,19607,13,0.5321,Heavy
038394,19606,23,0.7259,None
038394,19605,27,0.368,Medium
038394,19604,21,0.8859,None
038406,22413,14,0.5321,Heavy
038406,22414,19,0.5389,Medium
038406,22416,11,0.5119,Heavy
038406,22417,22,0.9468,Light
038406,22418,25,0.6643,Light
038406,22419,6,0.4596,VeryHeavy
038406,22420,29,0.4786,Medium
038406,22421,28,0.578,Medium
038406,22422,8,0.3658,VeryHeavy
038406,22415,24,0.5868,Medium
038406,22405,9,0.9606,None
038406,22406,27,0.9301,Light
038406,22407,7,0.7656,Light
038406,22408,16,0.8531,Light
038406,22410,12,0.8731,None
038406,22412,30,0.7502,Light
038406,22409,26,0.6887,Light
038406,22411,15,0.7834,Light
038431,25277,10,0.4272,Heavy
038431,25278,13,0.7751,None
038431,25276,8,0.897,None
038434,15457,27,0.881,None
038434,15460,34,0.7645,Heavy
038434,15458,11,0.8451,Light
038434,15459,29,0.7673,Light
038434,15456,9,0.8827,Light
038434,15468,18,0.8719,Light
038434,15454,31,0.9138,Light
